"order_id","customer_id","order_purchase_timestamp","order_status","customer_city","customer_state","product_id","seller_id","price","freight_value","review_score","review_comment_title","review_comment_message","seller_city","seller_state","product_weight_g","product_category_name_english"
"00a379dfab816a83741012b71b264098","5e3b89299a7d6e3e10f9bc6e77923f88","2018-08-03 19:50:50",delivered,sao paulo,SP,"786248c98cab9ad5cccdb751909da1af","1da3aeb70d7989d1e6d9b0e887f97c23",15.99,7.39,1,Não recebi o produto.,"O prazo de entrega era até dia 08/08/2018 e até agora dia 10/08/2018 não recebi o produto. 
Completamente insatisfeita.",sao paulo,SP,200,stationery
"00a57dfbb049fbaae10763e2cf15f797","33653a722db1d2f6bfe739b3a07f11d6","2018-07-20 11:09:30",delivered,campo grande,MS,"56cdfe67fbda57c1dcc752f5f361f981","1c68394e931a64f90ea236c5ea590300",89.9,22.56,5,"","",sarandi,PR,517,computers_accessories
"00a57dfbb049fbaae10763e2cf15f797","33653a722db1d2f6bfe739b3a07f11d6","2018-07-20 11:09:30",delivered,campo grande,MS,"56cdfe67fbda57c1dcc752f5f361f981","1c68394e931a64f90ea236c5ea590300",89.9,22.56,5,"","",sarandi,PR,517,computers_accessories
"00a57dfbb049fbaae10763e2cf15f797","33653a722db1d2f6bfe739b3a07f11d6","2018-07-20 11:09:30",delivered,campo grande,MS,"56cdfe67fbda57c1dcc752f5f361f981","1c68394e931a64f90ea236c5ea590300",89.9,22.56,5,"","",sarandi,PR,517,computers_accessories
"00a99c50fdff7e36262caba33821875a","7a399396442d5601cbedfbd0a3cf1da4","2018-08-17 16:25:04",shipped,teixeira de freitas,BA,"76d75f398634bf194ba99d7297e7d1fa","974cf2cb8f4b7add98709c30df02fe10",52.99,22.3,,"","",araraquara,SP,350,computers_accessories
"00ab3a43bda739029ffce95d3b2fb56c",c9f69364407bc8db796b2c6f1c353f61,"2018-08-10 12:09:15",delivered,sao paulo,SP,"634256dbcd184b3757ffd7632c9fe52a","42b729f859728f5079499127a9c2ef37",27.9,7.46,,"","",sao paulo,SP,150,health_beauty
"00b4c651133c06fb175123a492f1cac3","965cef866a59a3cd6d1e92ba0ad2c779","2018-08-17 12:56:21",delivered,brasilia,DF,"87ea2f45559e10519513a20b24147316","6a38087bc8ad4f89ff453561005f6dea",158.9,14.59,4,"",Entrega muito rápida.,anapolis,GO,100,computers_accessories
"00b6c055922e0ed2d88efdd252b2fb64",f7bdab6e68a28bf26acc7cbd785790fc,"2018-05-01 16:01:41",delivered,jundiai,SP,c075b8e131353552218860f1c421e4ef,f80edd2c5aaa505cc4b0a3b219abf4b8,59.9,11.15,,"","",sao paulo,SP,1750,kitchen_dining_laundry_garden_furniture
"9392c5e72885ad5aba87e6223ca9838d",d95f60d70d9ea9a7fe37c53c931940bb,"2018-05-26 19:42:48",delivered,maceio,AL,a6ad77b15e566298a4e8ee2011ab1255,"1025f0e2d44d7041d6cf58b6550e0bfa",27.0,22.85,2,Tudo certo!,"",sao paulo,SP,3450,furniture_decor
"00bdcdda88e6b02977fc6ce3d412c600","45ba03e2c6bbb5dc48131ba32ec3ae5e","2018-06-12 09:51:55",delivered,rio de janeiro,RJ,"20566af10fda4783935b8cef249fa4c3",d921b68bf747894be13a97ae52b0f386,118.9,18.93,,"","",formiga,MG,500,watches_gifts
"00beb247698c6aae94e3f859d279e2cd",fb6730884fc4466765ef8619cfe90ced,"2018-05-24 22:21:17",delivered,sao paulo,SP,"216bb0e0cd43ffd832e0973d35e0377e","955fee9216a65b617aa5c0531780ce60",45.0,7.39,2,aguardando para avalia,Aguardando para avaliar ,sao paulo,SP,200,construction_tools_lights
"00c47cfa491ef55779ec7557673087fc","7ccd57bc5c4e0f34fcbc9209b2d4bdfa","2018-07-23 11:36:26",delivered,louveira,SP,e62d582ddb7630168d7227ca1f9edbd2,"1c56ffe0e9dea2657fc6e95b53f40b13",59.0,13.07,,"","",sao carlos,SP,450,perfumery
"00c4f17dcb94448f27a2cbaa83f10a4b","92422ec9b02504c4d12eecce874990bf","2018-06-08 19:18:56",delivered,santo andre,SP,adf591c625cb265c12bc6749d3a2f757,a420f60ff1aa9acc80d0e42959f2b313,32.0,7.39,,"","",sao paulo,SP,150,health_beauty
"00c62d05602c1ca8164b98746d127fa8","2c64fc3c9f0672a9f2481654a7bf109b","2018-06-03 11:10:53",delivered,goiania,GO,"8e7a3ee016b12c87b5e3e7e717620758","955fee9216a65b617aa5c0531780ce60",110.0,18.35,4,"","",sao paulo,SP,850,industry_commerce_and_business
"00c826c901ab01b6f598a8f0c9b56b82",cd46bd8781c25750e96a37a5e32450cc,"2018-04-20 10:24:13",delivered,sao paulo,SP,c072e7b87c8413341505d50d8234fbc2,"3d871de0142ce09b7081e2b9d1733cb1",79.0,13.91,5,"","",campo limpo paulista,SP,7900,stationery
"00c8bfbb0a1224dcdb0180a544247159","97cba178632e2fed3edec61ce374fb60","2018-05-06 21:33:24",delivered,cafelandia,SP,"81e11b02560e506662f5d75a88b94fa5","99a54764c341d5dc80b4a8fac4eba3fb",158.0,15.2,3,Loja é ótima,"Eu comprei umas cestas de vime, comprei 6, só que veio faltando uma tampa. Então não fiquei totalmente satisfeita! Mas o produto é muito bom!",sao paulo,SP,8700,housewares
"00c9474e0334f7a4ffc8c3a8bd21a51e",e84d9c0fb40fccf1b0e326e840f6a8ec,"2018-05-04 19:19:10",delivered,cosmopolis,SP,"4b2653088591de362e6ba85b4a474c75","610f72e407cdd7caaa2f8167b0163fd8",1050.61,25.13,,"","",sao paulo,SP,18800,bed_bath_table
"93a864c37dae71568ea5f14dc1dc5aa5","7ece689f109300cc211b920f701279d5","2018-04-30 15:35:44",delivered,piracicaba,SP,ab1f9387c0627dd24000bfbc54fdeee0,"8b321bb669392f5163d04c59e235e066",12.25,7.39,2,Recomendo otimo,Mercadoria entregue no prazo como prometido.,sao paulo,SP,175,electronics
"93aa1607392862dacfb4b54774480f1d","59ecb3cd1a0a6e1e028d208ee17a1765","2018-05-03 12:37:17",delivered,chavantes,SP,e70f7c188cd2c0f01a1f6b35411cc481,"6560211a19b47992c3666cc44a7e94c0",78.0,12.99,2,Regular ,Loja em si é boa pena a americana nao da suporte ao cliente ,sao paulo,SP,250,watches_gifts
"93b4851a0e1121b652d1a222c342dc71","462c4dacc0634811647e5ca3b058796b","2018-06-25 18:56:32",delivered,recife,PE,d04857e7b4b708ee8b8b9921163edba3,"9f505651f4a6abe901a56cdc21508025",67.99,20.75,2,"","",sao paulo,SP,450,computers_accessories
"93b5be70ab423cbcff4ce9e100a8b595","22132aacc53ce55d47071188569d0c1b","2018-06-07 15:32:12",delivered,florianopolis,SC,"17878434ca0082537806de545c2f0351","0b90b6df587eb83608a64ea8b390cf07",140.9,18.87,2,"","",maringa,PR,250,computers_accessories
"00ea33f994bec0bbfda582074083ae12","392569e210fa974c457c69cfdb400d1e","2018-06-23 04:04:48",delivered,lins,SP,fb78b116998a9911245664c7823e1a95,ea8482cd71df3c1969d7b9473ff13abc,94.99,13.33,1,"","",sao paulo,SP,350,telephony
"93c37018f6965594a445636285767c52",e5ab8e98638fb9fff7458efce3a61325,"2018-06-06 15:07:13",delivered,itajuba,MG,"5c2bb11cf2149bd4d9fffcc1246458c3",dbc22125167c298ef99da25668e1011f,88.9,14.7,2,"","",borda da mata,MG,2283,stationery
"93c45f5d04043d75b06fe63e265b920d",a8359f16baf6a2dd9b1dd92bb8312e1a,"2018-07-29 22:23:11",delivered,bonfim paulista,SP,"96cfc21d191df7257d9a6dfef4d897fd",f7ccf836d21b2fb1de37564105216cc1,39.0,13.85,2,"","Gosto muito da baratheon, mas gostaria de devolver o produto que comprei pois é de plástico e eu esperava que fosse de pano ",ibitinga,SP,550,bed_bath_table
"93d336256cb2fc7b61c9030d24d0f031",b115d8f301378d8b3942697d6c134fc3,"2018-08-16 08:19:16",delivered,cerquilho,SP,"19c91ef95d509ea33eda93495c4d3481","06a2c3af7b3aee5d69171b0e14f0ee87",122.99,63.11,2,"","",sao luis,MA,700,health_beauty
"00f6ac4816d12f49026b09f2aa77d15f","9bb70fa63970b9d88191a90481d551da","2018-08-06 17:17:40",delivered,campo mourao,PR,b532349fe46b38fbc7bb3914c1bdae07,"1025f0e2d44d7041d6cf58b6550e0bfa",35.0,19.44,3,"","BOM ATENDIMENTO, FACIL DE COMPRAR ENTREGA RAPIDA.",sao paulo,SP,850,furniture_decor
"00f6ac4816d12f49026b09f2aa77d15f","9bb70fa63970b9d88191a90481d551da","2018-08-06 17:17:40",delivered,campo mourao,PR,b532349fe46b38fbc7bb3914c1bdae07,"1025f0e2d44d7041d6cf58b6550e0bfa",35.0,19.44,3,"","BOM ATENDIMENTO, FACIL DE COMPRAR ENTREGA RAPIDA.",sao paulo,SP,850,furniture_decor
"00f6ac4816d12f49026b09f2aa77d15f","9bb70fa63970b9d88191a90481d551da","2018-08-06 17:17:40",delivered,campo mourao,PR,b532349fe46b38fbc7bb3914c1bdae07,"1025f0e2d44d7041d6cf58b6550e0bfa",35.0,19.44,3,"","BOM ATENDIMENTO, FACIL DE COMPRAR ENTREGA RAPIDA.",sao paulo,SP,850,furniture_decor
"00f9b0236a85fb8a06fbd9b9c53fddd8",dd6ff79fddc7e5fadda7b83b2bf4383b,"2018-04-22 15:59:19",delivered,osasco,SP,b74cc46deca5ba8f6a2226df8041a0b7,"0ec28cec4046a4a199b6de9b4c891d97",146.9,19.72,,"","",goiania,GO,300,health_beauty
"00f9b6769c6648ac08bf43081d1f2b07","66f800bfc254bf9cec8041dd1896fcb7","2018-05-12 09:34:32",delivered,pindamonhangaba,SP,e53e557d5a159f5aa2c5e995dfdf244b,"88460e8ebdecbfecb5f9601833981930",79.9,9.71,,"","",maringa,PR,180,computers_accessories
"0101aea69a09e1aa32caa6dbaba98503","55e153b503a15cf10845bacbb3b4d616","2018-05-26 13:07:51",delivered,rio de janeiro,RJ,"35afc973633aaeb6b877ff57b2793310","4a3ca9315b744ce9f8e9374361493884",84.0,10.9,5,"","",ibitinga,SP,1825,home_confort
"93d9dad77a7490e2f2618470129d8f83","8ec4b63dbcfae91e3f55e7a10bd54ea7","2018-06-29 07:51:49",delivered,belo horizonte,MG,"80be7f3c94ee90b42197f718de0ea371","612170e34b97004b3ba37eae81836b4c",429.9,19.94,2,"","",novo hamburgo,RS,400,baby
"010d6db2f77220b394f147836c94f27b","544cfbf822c23de5e82f86d638b82b58","2018-07-11 16:56:46",delivered,nova iguacu,RJ,"9f14f401fce2d9ddd450e7ce60cb7f5f","080102cd0a76b09e0dcf55fcacc60e05",14.9,15.23,3,"","",belo horizonte,MG,100,consoles_games
"010ef5b0279d7512e7343cb775e423c0","4b9e8cd034b45245928f0d55a4ed4310","2018-04-17 11:28:08",delivered,barueri,SP,"20c26b058070cf8c6bbb8c8943eea98c","7142540dd4c91e2237acb7e911c4eba2",59.9,14.51,,"","",penapolis,SP,5100,auto
"010efe60bdadc9261d1902f3c1dda5f3",ac950cebc3bfe72c92a3768b6e8d3856,"2018-06-07 16:46:09",delivered,entre rios de minas,MG,fea7f0c147905a41ca324c0e3234a4c7,"18a349e75d307f4b4cc646a691ed4216",110.0,18.65,4,Recomendo,"O produto atendeu as minhas expectativas, recomendo aos interessados!",sao paulo,SP,225,computers_accessories
"011405ae7b89def8ffb3468eb29c299d",a9262f07bdf485ee87c6780a830ff83a,"2018-05-04 13:39:26",delivered,embu-guacu,SP,"3cb39171fd36c50097f2dedbbe0dfe6e","16090f2ca825584b5a147ab24aa30c86",29.99,7.87,4,"","",atibaia,SP,100,auto
"011a43bc9bb525517251ebb3ebc99b69",bc6123686b421b9084028c34499824c4,"2018-04-25 18:15:05",delivered,sao paulo,SP,ca7966fa77959536468be3c6ce1f19e1,"610f72e407cdd7caaa2f8167b0163fd8",899.0,21.2,5,"","",sao paulo,SP,19500,bed_bath_table
"011c899816ea29773525bd3322dbb6aa",c15a53f6fbae984bcbf4ac7bc4395cc3,"2018-04-30 15:02:34",delivered,niteroi,RJ,"53b36df67ebb7c41585e8d54d6772e08","7d13fca15225358621be4086e1eb0964",99.9,0.0,2,Achei estranha a embalage,"Recebi o produto numa embalagem de papel, geralmente esses relógios vem numa embalagem de materiais duro etc, fiquei com medo de ser falsificado. ",ribeirao preto,SP,584,watches_gifts
"012219b6d6d034eb359fc74730a080db","8857149a50b77dba1bb318e46bb57f65","2018-05-10 00:18:33",delivered,teofilo otoni,MG,"9cd17b1cc8db0de6b175f213e9054c01",b74d1c09cb380e1d03a6f859c6f4224b,189.99,27.41,,"","",rio de janeiro,RJ,2416,toys
"0123a055aa66357326dd6db066592a7d","993d78fad972fb03a64f3126d934160a","2018-04-24 14:11:16",delivered,sao jose do rio preto,SP,b0961721fd839e9982420e807758a2a6,"1f50f920176fa81dab994f9023523100",53.9,33.93,,"","",sao jose do rio preto,SP,1850,garden_tools
"0123a055aa66357326dd6db066592a7d","993d78fad972fb03a64f3126d934160a","2018-04-24 14:11:16",delivered,sao jose do rio preto,SP,b0961721fd839e9982420e807758a2a6,"1f50f920176fa81dab994f9023523100",53.9,33.93,,"","",sao jose do rio preto,SP,1850,garden_tools
"012ea594e035047289b3e7c3f8b90cef","39851c46815f49fafb7bc26ed6bf513d","2018-05-03 21:10:55",delivered,sao paulo,SP,"0c7ec2b24166d57ac38a9db523711782",bd4889b5e9133b35b66e42a8665cea5c,61.2,11.15,3,luminária ok,precisa ter a descrição do tipo da lampada no anuncio. é 12v 50w filamento que esquenta,sao paulo,SP,1900,furniture_decor
"93ddc164704b957c3c891cc9d2c20b21","618f5049ac85aff4279509a3154eee38","2018-05-13 21:32:05",delivered,jardinopolis,SP,"7ac5f520abfc0589418bc7c76cea7a7c","8160255418d5aaa7dbdc9f4c64ebda44",122.9,14.95,2,"","",ibitinga,SP,1550,bed_bath_table
"0133a47b53fee66218790a8d7dcab993","0663e652f8793c2d4eb77e8185a5747f","2018-04-20 19:05:03",delivered,porto alegre,RS,"3354a4e684f5e7199f9407db70ccd92b","7a67c85e85bb2ce8582c35f2203ad736",89.99,18.21,,"","",sao paulo,SP,1200,cool_stuff
"013a98b3a668bcef05b98898177f6923","60c23b4f05e926f24472f5ae2ec6b89c","2018-08-11 23:17:37",delivered,mendes,RJ,a93ad122024312ca432da7f7b32474b4,"8a432f4e5b471f8da497d7dc517666e2",63.0,23.35,3,Recomendo,"os produtos comparados form entregues antes do prazo.
Mas o valor do frete esta muito alto.",presidente prudente,SP,1588,bed_bath_table
"013a98b3a668bcef05b98898177f6923","60c23b4f05e926f24472f5ae2ec6b89c","2018-08-11 23:17:37",delivered,mendes,RJ,"306b0c58328826c0564cbc520787d508","7ad32824caee82087b3e2e5f33b1bf32",89.0,23.35,3,Recomendo,"os produtos comparados form entregues antes do prazo.
Mas o valor do frete esta muito alto.",ibitinga,SP,765,bed_bath_table
"01405161cfdf60dd80df1f393a2796d5","50a5ce7e867f2fabc3eb4703dfb432df","2018-08-09 21:16:21",delivered,sao paulo,SP,f2bcc887769f563eb4f126389e64715a,"4c8b8048e33af2bf94f2eb547746a916",59.9,14.73,3,"","",ibitinga,SP,700,bed_bath_table
"93f1a4071d3c96b7aa72f3fa4d5be36b",f15411e1a358276f492adda4038eb839,"2018-08-09 12:06:24",delivered,pirapora,MG,"5e6248437b2668bba62c0fdd71eaf72d","03a2a6dcbe45d639c4dc2a0d24769c40",159.95,27.42,2,Nota 1000,"",maua,SP,1075,garden_tools
"01442602b15d4127a84ca6ac1507ee2d","5f816233eb2322dd00015934ff84693c","2018-07-29 14:13:19",delivered,vila velha,ES,d7cdea99e6f50310c242d02f16f1f63c,"966cb4760537b1404caedd472cc610a5",504.0,19.72,4,Muito bom,O relógio é ótimo e bonito,diadema,SP,450,watches_gifts
"0149c597dcc0963d7315f904495b631c",a9bb000979210a35541c29601f2dc03e,"2018-04-26 00:35:14",delivered,embu-guacu,SP,b0ed7fe63babb3e705115f53fa74b20c,dbd66278cbfe1aa1000f90a217ca4695,29.0,8.88,4,"","",sao paulo,SP,1200,home_appliances
"014a0793ab3d930d6f3b206cee474af4","70bed66339acf5dfede1a7dce682a6c4","2018-06-24 22:49:54",delivered,rio de janeiro,RJ,"145978af3e89b318be0b717a0953649a","18e694e0e48ed6f7aa3f24aade5fd697",19.9,18.24,5,"","",varzea paulista,SP,150,computers_accessories
